Linguistic,Logical-Mathematical,Spatial,Bodily-Kinesthetic,Musical,Interpersonal,Intrapersonal,Naturalistic,Programming,Data_Analysis,Creativity,Mechanical_Skills,Building_Skills,Communication,Empathy,Writing,Marketing,Design_Skills,Recommended_Career_1,Recommended_Career_2,Recommended_Career_3
96,81,95,81,85,28,71,66,1,1,1,1,1,0,0,1,1,1,Lawyer,Marketing Manager,Architect
85,49,79,51,50,36,92,72,1,1,1,0,1,1,0,1,0,0,Mechanical Engineer,Content Writer,Financial Analyst
40,87,66,64,26,86,73,24,0,1,1,0,0,0,0,1,1,0,Psychologist,UX/UI Designer,Data Scientist
81,60,24,48,89,42,63,21,1,0,0,0,0,0,0,0,1,0,Mechanical Engineer,Architect,Data Scientist
26,97,89,69,74,95,95,70,1,0,1,0,0,0,1,0,1,0,Content Writer,Teacher,Marketing Manager
69,92,94,52,88,29,61,55,1,0,1,0,0,1,1,1,1,0,Content Writer,Teacher,Architect
80,44,86,23,54,54,26,40,0,0,0,1,1,1,1,1,0,0,Content Writer,Graphic Designer,Doctor
78,56,57,38,96,26,60,25,1,0,0,0,1,0,1,0,0,1,Teacher,Mechanical Engineer,UX/UI Designer
39,41,63,93,67,84,51,48,1,0,0,0,0,0,0,1,0,1,UX/UI Designer,Doctor,Digital Marketer
97,85,78,29,42,38,100,88,0,0,0,0,1,1,1,0,0,0,Data Scientist,Digital Marketer,Financial Analyst
87,84,31,22,29,44,86,94,0,1,0,1,1,0,0,0,0,1,Teacher,Software Developer,Doctor
20,62,23,21,37,89,56,90,1,1,0,0,1,0,1,1,0,0,Software Developer,Psychologist,Graphic Designer
54,45,41,67,41,20,29,92,0,0,1,1,0,1,1,1,1,1,UX/UI Designer,Data Scientist,Digital Marketer
29,55,52,38,22,81,66,43,0,1,0,1,0,1,0,0,0,0,Civil Engineer,Marketing Manager,Doctor
54,29,43,28,80,55,64,94,1,0,1,0,0,0,0,0,1,0,Digital Marketer,Teacher,Civil Engineer
33,45,92,85,52,71,90,38,1,0,0,0,0,1,1,1,1,0,Marketing Manager,Doctor,Psychologist
90,55,62,89,40,99,70,83,0,1,1,1,1,1,0,0,1,1,UX/UI Designer,Data Scientist,Lawyer
76,34,44,68,21,91,50,35,1,1,1,1,0,0,1,1,1,1,Digital Marketer,Data Scientist,Graphic Designer
48,73,47,80,50,26,56,77,0,1,1,0,0,1,1,1,1,0,Mechanical Engineer,Software Developer,UX/UI Designer
28,71,53,26,79,72,34,66,0,1,0,1,1,1,0,1,0,0,Content Writer,Digital Marketer,Financial Analyst
40,76,40,84,67,74,65,77,1,0,0,1,1,0,1,1,1,0,Content Writer,Digital Marketer,Data Scientist
63,79,37,66,95,76,97,75,0,1,1,0,1,1,0,1,1,0,Software Developer,Digital Marketer,Lawyer
22,27,38,33,70,23,71,97,0,1,0,1,0,0,1,1,1,1,Doctor,Architect,Teacher
57,63,37,94,25,48,85,85,0,1,0,1,1,0,1,1,0,0,Lawyer,Software Developer,Doctor
64,65,56,67,45,41,71,79,0,0,1,0,0,0,0,1,1,0,Data Scientist,Doctor,Financial Analyst
84,90,26,37,91,48,68,86,1,0,1,1,1,0,0,0,0,1,Civil Engineer,Digital Marketer,Doctor
60,33,89,22,96,61,78,72,1,1,1,1,0,1,1,0,1,1,Doctor,Psychologist,Data Scientist
49,20,32,29,70,20,78,21,0,0,1,1,1,1,1,1,0,1,Mechanical Engineer,Lawyer,Software Developer
68,65,90,26,64,56,94,88,1,0,0,0,1,1,0,1,0,1,Lawyer,Marketing Manager,Mechanical Engineer
69,46,97,31,48,98,71,20,0,0,1,1,1,1,0,0,1,1,Graphic Designer,Lawyer,Software Developer
91,53,24,85,26,71,87,69,1,0,0,0,1,1,1,1,0,0,Data Scientist,Teacher,Marketing Manager
39,85,20,76,41,87,99,22,1,1,1,1,1,0,1,1,0,0,Content Writer,UX/UI Designer,Marketing Manager
36,70,46,78,71,29,79,21,1,1,1,0,1,1,0,1,0,0,Doctor,Psychologist,Lawyer
29,79,45,29,77,72,100,67,0,1,0,1,0,0,1,1,0,0,Financial Analyst,Architect,Digital Marketer
85,34,97,64,76,24,22,24,0,1,0,0,1,1,1,1,1,0,Software Developer,UX/UI Designer,Marketing Manager
50,81,100,27,45,41,74,22,1,0,1,1,1,1,0,1,0,0,Civil Engineer,Architect,Doctor
47,95,46,47,39,36,85,94,0,0,1,1,0,1,1,0,1,0,Financial Analyst,Graphic Designer,Marketing Manager
56,61,32,38,64,67,37,57,1,0,0,1,1,1,0,0,0,1,Civil Engineer,Graphic Designer,Psychologist
44,63,77,22,95,55,61,59,0,1,0,0,1,0,0,1,0,1,Marketing Manager,Doctor,Software Developer
33,73,84,94,31,54,67,80,1,0,0,0,1,1,1,0,1,0,Mechanical Engineer,Doctor,Graphic Designer
63,99,47,95,99,40,48,38,1,0,0,1,1,1,1,0,1,0,Mechanical Engineer,Architect,Software Developer
51,64,88,26,93,31,92,71,1,0,0,1,0,0,1,0,0,1,UX/UI Designer,Civil Engineer,Teacher
41,89,47,58,91,67,48,56,0,0,1,1,1,1,0,1,1,1,Civil Engineer,Digital Marketer,Mechanical Engineer
78,66,44,52,46,41,54,66,1,0,0,1,1,0,0,0,1,1,Lawyer,Financial Analyst,Doctor
46,22,27,26,48,75,29,44,0,1,0,1,1,0,0,1,1,1,Civil Engineer,Teacher,Graphic Designer
27,27,55,63,42,42,88,26,1,0,1,1,0,1,0,1,1,1,Psychologist,Graphic Designer,Content Writer
30,43,73,28,47,22,55,23,1,0,1,0,1,1,1,0,1,1,Software Developer,Marketing Manager,Architect
93,45,80,63,96,66,99,39,1,0,1,1,0,1,1,0,1,1,Marketing Manager,Software Developer,Civil Engineer
25,90,72,22,98,80,78,75,1,0,1,1,0,0,1,1,1,0,Mechanical Engineer,Architect,Data Scientist
80,83,97,92,82,26,38,98,1,0,1,0,0,1,1,1,1,1,Mechanical Engineer,Software Developer,Teacher
82,91,51,61,61,44,89,29,1,0,1,0,0,0,0,1,0,0,Architect,Teacher,Civil Engineer
74,47,51,56,48,32,31,66,0,0,0,0,1,0,1,0,1,0,Data Scientist,Psychologist,Teacher
56,53,77,40,99,30,53,44,0,1,1,0,1,1,0,1,0,0,Data Scientist,Architect,Psychologist
99,41,62,29,84,67,94,80,0,0,1,0,0,0,0,0,1,0,Teacher,Marketing Manager,Psychologist
73,92,100,45,76,35,93,59,1,0,0,0,0,0,0,1,0,0,Financial Analyst,UX/UI Designer,Content Writer
93,92,57,62,54,20,53,45,1,1,0,1,0,1,0,1,0,0,Marketing Manager,Financial Analyst,Software Developer
72,82,30,39,24,97,98,23,0,0,1,1,1,0,0,0,0,1,Content Writer,Psychologist,Financial Analyst
99,94,65,32,30,47,36,41,1,0,0,1,0,1,1,0,0,1,Software Developer,Mechanical Engineer,Content Writer
78,92,91,65,44,78,28,80,0,0,0,0,1,1,1,0,0,0,Digital Marketer,Lawyer,Content Writer
75,94,51,40,87,50,36,99,0,1,0,1,1,1,0,0,0,1,Mechanical Engineer,Marketing Manager,Architect
20,41,52,78,51,80,34,22,1,0,1,0,0,1,1,1,1,1,Psychologist,Teacher,Digital Marketer
58,65,25,73,32,42,85,89,0,0,0,1,0,1,0,1,0,1,Civil Engineer,Graphic Designer,Doctor
56,55,87,66,30,20,25,51,0,0,1,1,0,0,0,1,0,0,Graphic Designer,Mechanical Engineer,Architect
96,91,90,93,53,53,74,90,0,0,0,1,0,0,1,1,0,1,Architect,Graphic Designer,Software Developer
20,56,50,23,49,65,65,24,1,0,1,0,1,0,1,1,1,1,Architect,Data Scientist,Financial Analyst
92,62,53,32,71,100,100,81,0,0,0,1,1,0,0,0,1,0,Architect,Software Developer,Mechanical Engineer
25,56,75,94,39,46,78,85,0,1,0,1,0,1,0,0,0,0,Digital Marketer,Data Scientist,Graphic Designer
39,100,39,49,58,29,74,23,1,1,0,1,0,0,1,0,0,0,Teacher,Software Developer,Marketing Manager
54,74,99,55,84,22,97,51,1,1,0,0,0,0,1,1,1,0,Data Scientist,Architect,Doctor
92,67,62,35,71,98,27,77,0,1,1,1,1,0,1,1,0,1,Doctor,Financial Analyst,UX/UI Designer
41,83,47,83,46,30,38,21,0,1,0,0,0,1,1,0,0,1,Content Writer,Marketing Manager,Architect
23,52,85,51,60,70,59,52,0,1,1,0,1,1,0,1,0,0,Digital Marketer,Lawyer,Graphic Designer
48,51,64,97,31,82,58,72,1,1,1,1,0,0,1,1,1,1,Lawyer,Marketing Manager,Software Developer
97,51,20,79,42,86,23,20,0,1,1,0,1,1,1,1,0,1,Doctor,UX/UI Designer,Mechanical Engineer
55,46,21,51,77,51,69,52,0,1,1,1,0,1,0,1,0,1,Mechanical Engineer,Software Developer,Content Writer
52,36,60,45,62,65,33,85,1,1,1,1,1,0,1,1,0,1,Marketing Manager,Data Scientist,Graphic Designer
65,72,64,41,57,87,60,74,0,0,1,0,1,0,0,0,1,0,Civil Engineer,Psychologist,Teacher
43,68,46,63,54,72,46,65,0,0,0,1,1,0,1,0,0,1,Lawyer,Architect,Civil Engineer
25,97,26,34,56,44,30,35,0,0,1,0,0,1,1,1,1,1,UX/UI Designer,Doctor,Mechanical Engineer
52,85,80,50,62,50,51,50,0,1,0,0,0,1,0,1,1,0,Financial Analyst,Psychologist,Content Writer
27,95,96,57,98,26,35,47,1,0,0,1,1,0,0,1,0,0,Mechanical Engineer,Financial Analyst,UX/UI Designer
90,51,88,68,51,75,54,39,0,0,0,1,0,1,1,0,0,1,Digital Marketer,Doctor,Psychologist
88,88,85,37,47,33,95,54,1,0,0,0,0,0,1,0,0,1,Architect,Civil Engineer,Doctor
98,48,72,22,60,76,93,98,0,1,1,0,0,1,1,1,0,1,Marketing Manager,Architect,UX/UI Designer
35,78,57,55,25,89,82,83,0,1,1,1,0,1,0,0,0,0,Psychologist,Data Scientist,Content Writer
23,84,56,54,21,40,96,78,1,1,0,0,0,1,1,0,1,0,Digital Marketer,Civil Engineer,Content Writer
90,67,56,31,38,60,26,27,1,1,1,0,0,0,1,0,1,1,Architect,Marketing Manager,Graphic Designer
68,71,46,60,83,36,68,59,1,1,0,1,1,0,1,1,0,1,Graphic Designer,Financial Analyst,Psychologist
53,69,67,81,49,83,32,26,1,1,1,1,1,0,0,1,0,0,Lawyer,Marketing Manager,Civil Engineer
98,62,95,99,48,29,39,90,0,0,1,0,0,0,0,0,1,1,Psychologist,Financial Analyst,Software Developer
52,43,31,87,84,39,27,69,1,1,0,0,0,0,0,1,1,1,Psychologist,Content Writer,Mechanical Engineer
23,43,94,28,92,28,21,85,1,0,1,1,0,1,1,0,0,1,Financial Analyst,Doctor,Architect
99,59,58,41,41,68,91,38,0,0,1,1,0,1,0,1,0,1,Mechanical Engineer,Graphic Designer,Data Scientist
33,72,24,78,24,89,43,22,1,0,0,0,0,1,1,1,0,1,Data Scientist,Teacher,Mechanical Engineer
21,33,67,83,58,85,47,48,1,1,1,0,1,0,1,1,1,1,Data Scientist,Marketing Manager,UX/UI Designer
34,58,20,66,91,85,68,57,0,1,1,0,1,1,1,0,0,1,Lawyer,Digital Marketer,Financial Analyst
41,93,27,79,23,92,79,67,1,1,1,1,0,0,1,0,1,0,Teacher,Marketing Manager,Software Developer
77,71,22,56,58,55,69,28,1,0,1,0,1,0,0,1,0,0,Teacher,UX/UI Designer,Civil Engineer
36,41,30,76,20,62,30,56,0,1,1,0,1,1,1,1,1,1,Marketing Manager,Content Writer,Doctor
57,68,29,65,42,75,52,77,1,0,0,0,0,0,0,1,0,0,Architect,Lawyer,Doctor
69,96,67,23,32,100,48,49,1,0,1,1,0,1,0,0,1,1,Civil Engineer,Content Writer,Lawyer
67,31,36,53,84,36,78,48,0,1,0,0,0,0,0,0,1,1,Civil Engineer,UX/UI Designer,Data Scientist
85,64,34,55,88,40,46,83,1,1,0,1,1,1,1,1,0,0,Financial Analyst,Data Scientist,Mechanical Engineer
93,38,98,27,93,94,23,77,0,0,1,1,1,0,1,0,0,1,UX/UI Designer,Content Writer,Software Developer
93,36,32,96,36,69,100,32,0,0,1,0,0,1,0,1,0,1,Psychologist,Lawyer,Graphic Designer
75,25,48,71,42,70,91,50,0,1,1,0,1,0,1,1,1,0,Civil Engineer,UX/UI Designer,Marketing Manager
68,45,100,91,70,89,59,29,1,1,0,1,0,1,0,1,0,1,Lawyer,Psychologist,Data Scientist
51,93,34,55,95,69,73,92,1,1,0,1,0,0,0,0,0,1,Teacher,UX/UI Designer,Mechanical Engineer
62,25,31,75,40,28,63,94,0,0,0,0,0,0,1,0,0,1,UX/UI Designer,Psychologist,Marketing Manager
47,31,46,37,80,30,21,96,1,1,0,0,0,1,1,1,0,1,Marketing Manager,Doctor,Graphic Designer
57,48,48,64,80,92,81,54,0,1,1,0,1,0,0,0,1,1,Content Writer,UX/UI Designer,Software Developer
56,80,29,24,85,51,71,20,0,0,0,1,1,1,1,1,1,1,Graphic Designer,Psychologist,Civil Engineer
24,45,87,80,46,84,68,34,1,1,1,0,0,0,1,1,0,0,Graphic Designer,Data Scientist,Marketing Manager
91,67,47,27,27,24,24,71,1,1,0,0,0,1,1,0,1,0,UX/UI Designer,Content Writer,Marketing Manager
78,25,79,52,82,70,82,72,0,0,1,1,1,1,0,0,1,1,Mechanical Engineer,Doctor,Marketing Manager
22,60,43,60,29,27,75,70,0,1,0,1,1,1,1,1,1,1,Financial Analyst,Digital Marketer,Doctor
96,40,66,100,48,49,87,38,1,0,0,1,0,1,0,0,0,0,Civil Engineer,Graphic Designer,Architect
40,26,61,76,99,90,89,48,0,0,1,1,1,0,0,1,1,0,UX/UI Designer,Mechanical Engineer,Financial Analyst
83,34,55,45,69,53,92,28,0,0,0,1,1,0,1,1,1,1,Architect,UX/UI Designer,Psychologist
45,78,48,75,43,89,67,92,0,0,1,1,1,0,1,1,1,1,Mechanical Engineer,Doctor,Marketing Manager
64,85,59,29,91,84,27,61,0,1,0,1,0,1,0,1,1,0,Architect,Lawyer,UX/UI Designer
74,48,35,92,65,33,38,70,0,0,1,0,0,1,1,1,0,1,Lawyer,UX/UI Designer,Software Developer
67,68,76,37,89,94,40,37,1,0,1,0,0,0,0,1,1,0,Civil Engineer,Software Developer,Financial Analyst
36,81,67,58,81,58,94,52,0,0,0,1,1,0,0,1,1,0,Lawyer,Digital Marketer,Doctor
82,32,45,79,21,31,49,91,0,0,1,0,1,0,0,0,0,0,Content Writer,Teacher,Graphic Designer
97,59,58,66,32,41,64,31,1,1,1,0,1,1,1,0,1,1,Doctor,Teacher,UX/UI Designer
69,88,45,81,59,80,62,30,0,1,1,0,0,1,0,1,0,1,Lawyer,UX/UI Designer,Data Scientist
82,79,71,81,43,28,79,83,0,0,0,1,1,1,1,1,0,0,Marketing Manager,Doctor,Psychologist
63,25,71,30,44,41,74,91,1,0,0,1,1,0,1,1,0,1,Software Developer,Psychologist,Digital Marketer
31,83,64,98,60,96,34,85,1,1,0,0,0,0,0,1,0,1,Psychologist,Graphic Designer,Architect
62,43,42,72,27,53,43,73,1,0,0,1,0,1,0,0,1,1,Data Scientist,Teacher,UX/UI Designer
90,81,100,85,63,40,87,81,1,0,1,1,1,1,1,1,1,0,UX/UI Designer,Psychologist,Architect
20,71,100,86,58,36,86,99,1,0,0,1,1,1,1,1,0,1,UX/UI Designer,Teacher,Lawyer
96,81,36,37,55,64,42,34,1,0,1,1,1,0,1,1,1,1,Content Writer,Psychologist,Lawyer
42,77,30,58,22,91,79,74,1,0,0,0,1,1,1,1,1,0,Content Writer,Financial Analyst,Mechanical Engineer
27,72,37,99,86,93,86,78,0,1,0,1,0,1,1,0,1,1,Doctor,Psychologist,Mechanical Engineer
32,21,87,87,97,83,57,56,1,1,1,0,0,0,0,1,0,0,Lawyer,Software Developer,Marketing Manager
83,73,64,87,87,32,45,36,0,1,0,0,0,1,1,1,1,0,Teacher,Architect,Civil Engineer
50,37,64,25,48,69,70,65,1,1,1,1,1,1,1,1,1,0,Software Developer,Architect,Psychologist
32,35,44,87,25,66,58,72,0,1,0,1,0,0,1,1,0,0,Mechanical Engineer,Psychologist,Software Developer
91,76,22,97,94,26,66,48,1,1,0,0,1,0,1,0,1,1,Graphic Designer,UX/UI Designer,Digital Marketer
59,56,68,59,66,56,40,49,0,0,0,0,0,0,0,0,0,1,Marketing Manager,Teacher,Civil Engineer
78,75,27,20,47,28,37,64,1,0,1,0,0,0,0,0,0,0,Graphic Designer,Content Writer,Lawyer
55,65,59,29,48,40,96,59,0,1,0,1,0,0,1,1,0,1,Software Developer,Mechanical Engineer,Teacher
34,89,52,64,74,90,75,89,1,0,1,0,1,1,1,1,1,0,Software Developer,Data Scientist,Graphic Designer
90,20,22,53,65,34,81,52,0,0,0,1,0,0,1,0,0,0,Content Writer,Doctor,Architect
23,91,80,73,35,65,40,62,0,1,1,1,0,1,1,1,1,1,Psychologist,Doctor,Content Writer
91,83,42,80,32,23,62,84,0,1,0,1,1,1,1,1,0,1,Data Scientist,Architect,Lawyer
86,91,53,21,90,38,61,72,1,1,0,1,0,0,0,1,0,1,Data Scientist,Psychologist,Marketing Manager
86,61,97,67,37,40,66,67,1,0,0,0,1,0,1,0,0,0,Civil Engineer,Lawyer,Graphic Designer
77,57,55,76,25,86,61,97,1,1,1,0,0,1,0,1,0,1,Digital Marketer,Marketing Manager,Financial Analyst
43,34,79,45,51,91,38,54,0,0,1,1,1,0,0,1,1,1,Mechanical Engineer,Marketing Manager,Content Writer
60,65,63,27,20,45,59,43,0,0,0,0,1,1,0,0,1,0,Data Scientist,Digital Marketer,UX/UI Designer
38,85,27,32,96,85,87,37,1,0,0,1,1,0,0,0,0,0,Civil Engineer,Marketing Manager,Architect
83,88,44,47,77,89,81,61,1,1,0,1,0,1,1,1,0,0,Digital Marketer,Content Writer,Architect
52,36,61,62,76,95,36,66,1,0,0,0,1,1,1,1,1,1,Doctor,Teacher,Architect
53,52,47,76,80,46,78,42,0,1,0,0,0,1,1,1,0,0,Data Scientist,Civil Engineer,Psychologist
37,70,71,21,21,92,46,74,0,1,0,1,1,0,0,1,1,1,Lawyer,Psychologist,Architect
80,33,27,71,72,75,73,39,1,0,0,1,0,0,0,1,0,1,Marketing Manager,Digital Marketer,Lawyer
31,30,97,32,100,24,88,69,1,0,1,0,0,1,1,1,0,1,UX/UI Designer,Software Developer,Data Scientist
78,64,20,21,47,30,27,45,0,0,0,1,0,1,1,1,0,0,Doctor,Software Developer,Teacher
29,80,21,66,75,50,20,54,0,1,1,0,1,1,0,0,0,1,UX/UI Designer,Lawyer,Financial Analyst
85,91,62,95,89,100,58,27,0,1,0,1,1,1,1,1,0,1,Mechanical Engineer,Content Writer,Digital Marketer
37,20,67,94,66,59,46,48,1,1,0,0,1,1,0,0,1,1,Teacher,Architect,UX/UI Designer
79,52,26,62,74,50,28,70,1,1,0,0,1,1,0,0,1,0,Lawyer,Mechanical Engineer,Software Developer
67,31,90,42,79,48,46,35,1,0,1,1,1,1,1,0,0,0,Content Writer,Psychologist,Mechanical Engineer
38,50,48,43,76,57,82,36,1,0,0,0,1,1,0,1,0,0,Mechanical Engineer,Marketing Manager,Lawyer
61,46,60,25,23,93,35,91,0,0,0,1,0,0,1,0,0,1,Civil Engineer,Architect,Financial Analyst
21,33,31,88,92,22,27,30,0,1,1,0,1,0,1,1,1,0,Marketing Manager,Lawyer,Graphic Designer
91,87,73,77,64,64,51,92,0,0,0,0,1,0,1,1,0,0,Marketing Manager,Data Scientist,Doctor
25,90,91,57,20,83,68,64,1,0,0,0,0,1,0,1,0,1,Financial Analyst,Digital Marketer,Architect
27,29,47,85,76,56,75,31,1,1,1,0,1,0,0,1,1,0,Doctor,Digital Marketer,UX/UI Designer
83,51,81,93,88,100,95,55,0,1,0,0,0,1,1,0,1,1,Software Developer,Digital Marketer,Psychologist
83,60,53,78,92,78,26,48,0,0,0,0,0,0,0,1,1,1,Architect,Data Scientist,Financial Analyst
75,73,85,100,41,52,24,35,1,1,0,1,1,1,0,0,1,0,Architect,Doctor,UX/UI Designer
72,96,95,26,59,62,20,73,1,1,1,0,0,1,0,1,1,0,Civil Engineer,Architect,Marketing Manager
71,98,77,78,83,87,84,62,1,1,0,0,1,0,0,1,0,0,Financial Analyst,Digital Marketer,Data Scientist
59,62,45,97,32,47,72,54,0,0,1,0,0,0,0,0,1,0,Civil Engineer,Doctor,Marketing Manager
52,47,24,96,58,47,31,57,0,1,0,1,0,0,1,0,1,0,Doctor,Graphic Designer,Teacher
33,47,67,92,66,76,93,92,1,0,0,1,1,1,0,1,1,0,Mechanical Engineer,Graphic Designer,Financial Analyst
53,39,56,74,84,76,37,30,0,1,1,0,0,1,0,1,0,0,Financial Analyst,Psychologist,Software Developer
77,88,52,74,48,96,23,71,1,0,0,0,1,1,0,0,0,1,Doctor,Software Developer,Digital Marketer
35,49,43,69,29,98,30,64,0,1,0,1,1,1,1,0,1,1,Psychologist,Architect,Digital Marketer
74,92,80,75,32,21,64,27,0,0,0,0,1,0,1,0,1,1,Mechanical Engineer,Marketing Manager,Data Scientist
87,27,51,99,84,61,83,81,1,1,1,0,0,0,1,0,0,0,Mechanical Engineer,Doctor,Data Scientist
96,57,38,77,88,93,23,58,1,1,0,0,1,1,0,1,1,0,Graphic Designer,Psychologist,UX/UI Designer
22,48,64,33,98,47,76,45,0,1,1,0,0,0,0,1,1,1,Mechanical Engineer,Data Scientist,Marketing Manager
72,31,31,100,90,21,83,66,1,1,1,1,1,0,0,1,1,0,Lawyer,Marketing Manager,Mechanical Engineer
98,34,91,78,45,99,60,99,0,1,1,0,0,1,0,0,0,0,Architect,Data Scientist,Content Writer
29,73,69,98,50,74,90,54,0,1,0,0,0,0,1,0,1,1,Content Writer,Mechanical Engineer,Lawyer
78,52,69,36,71,59,82,57,0,0,1,0,1,0,0,1,0,0,Software Developer,Marketing Manager,UX/UI Designer
77,38,84,24,84,94,69,22,0,1,0,0,0,0,1,1,1,0,Civil Engineer,Lawyer,Content Writer
90,55,79,67,37,56,29,43,1,1,1,0,1,0,1,0,0,0,UX/UI Designer,Data Scientist,Digital Marketer
75,27,40,78,35,80,37,93,1,0,1,0,0,1,0,1,0,0,Graphic Designer,Civil Engineer,Financial Analyst
95,38,44,50,29,31,46,42,0,1,1,1,0,0,1,1,1,1,Civil Engineer,Marketing Manager,Software Developer
70,71,69,81,79,57,100,22,0,1,0,1,1,0,1,0,0,0,Lawyer,Financial Analyst,UX/UI Designer
25,100,43,49,34,92,21,50,0,0,0,1,1,0,0,0,0,1,Digital Marketer,Data Scientist,Financial Analyst
37,98,61,53,55,63,99,61,1,1,0,0,1,1,1,0,0,1,Content Writer,Mechanical Engineer,Civil Engineer
56,96,69,84,65,34,23,92,0,0,0,1,1,1,1,0,1,0,Financial Analyst,UX/UI Designer,Content Writer
88,61,98,54,89,82,27,65,1,1,0,0,0,0,1,1,0,0,Content Writer,Teacher,Software Developer
28,98,58,53,35,36,52,89,1,1,1,0,1,0,1,0,1,0,Doctor,Marketing Manager,Civil Engineer
91,98,62,93,57,68,47,61,0,1,0,1,1,0,1,0,1,1,Doctor,Graphic Designer,Marketing Manager
85,63,45,23,86,84,58,40,1,0,0,0,1,1,1,1,0,0,Mechanical Engineer,Digital Marketer,Lawyer
48,61,24,50,83,66,90,95,1,1,0,0,1,1,1,1,1,0,Marketing Manager,Graphic Designer,Psychologist
53,92,38,85,78,22,44,20,0,0,0,0,1,0,0,0,1,0,Marketing Manager,Mechanical Engineer,Lawyer
97,21,46,38,36,99,87,44,0,1,0,1,0,1,0,0,1,0,Content Writer,Digital Marketer,Data Scientist
94,45,32,48,99,38,35,42,1,0,0,0,0,0,1,0,1,0,Digital Marketer,Marketing Manager,Psychologist
75,21,49,72,38,97,32,65,0,0,0,0,1,0,1,1,0,0,Psychologist,Marketing Manager,Doctor
71,97,100,27,98,40,51,87,1,0,1,1,1,0,1,0,0,1,Psychologist,Civil Engineer,Content Writer
92,68,83,83,97,66,87,55,1,0,0,1,0,1,0,1,1,1,Architect,Mechanical Engineer,Lawyer
93,24,28,77,37,82,72,27,0,0,1,0,1,1,0,1,0,1,Data Scientist,Marketing Manager,Civil Engineer
77,21,58,86,82,73,81,22,0,0,1,0,0,1,0,1,1,0,Data Scientist,Psychologist,Mechanical Engineer
71,25,52,41,74,42,83,58,0,0,0,1,0,0,0,1,1,1,Marketing Manager,Architect,Content Writer
98,91,23,44,72,97,74,61,1,1,0,1,0,0,1,0,0,1,Lawyer,Financial Analyst,Marketing Manager
85,27,30,86,79,81,86,50,1,0,1,1,1,1,1,0,0,0,Marketing Manager,Doctor,Financial Analyst
77,73,85,68,69,37,45,98,1,0,0,1,0,1,1,1,0,1,Software Developer,Psychologist,Financial Analyst
79,84,54,68,24,37,81,84,0,1,1,0,0,0,0,1,0,1,UX/UI Designer,Mechanical Engineer,Civil Engineer
66,32,30,62,85,79,74,25,0,0,1,1,1,1,1,0,0,0,Doctor,Content Writer,Digital Marketer
35,45,95,76,52,57,62,36,0,0,0,1,0,0,0,0,1,0,Psychologist,Financial Analyst,Mechanical Engineer
67,38,83,76,85,26,24,46,1,0,1,1,0,1,1,0,0,1,Content Writer,Psychologist,Civil Engineer
79,26,22,80,44,90,57,92,1,1,0,0,1,1,0,1,0,1,Architect,Financial Analyst,Civil Engineer
93,90,49,36,21,37,76,32,1,0,1,0,0,0,0,1,0,1,Digital Marketer,Software Developer,Doctor
71,95,82,49,88,36,42,96,1,0,1,0,0,0,0,0,1,1,Data Scientist,Lawyer,Financial Analyst
37,67,25,51,33,72,94,68,0,1,0,1,0,0,0,1,0,0,Psychologist,Data Scientist,Software Developer
50,74,71,88,89,37,52,56,0,0,1,1,1,1,0,1,0,1,Architect,Data Scientist,Digital Marketer
83,58,49,66,59,33,28,65,0,0,0,1,1,0,0,1,1,1,Graphic Designer,Data Scientist,Teacher
59,66,78,53,92,34,77,57,1,1,1,1,1,1,1,0,1,1,Architect,Teacher,Digital Marketer
93,21,84,37,63,88,89,53,1,1,1,0,1,0,1,0,0,0,Lawyer,Architect,Civil Engineer
88,67,39,76,72,77,20,57,0,1,0,0,1,1,1,0,1,0,Teacher,Lawyer,UX/UI Designer
77,38,44,27,94,85,47,28,0,1,1,0,1,0,0,0,1,1,Doctor,Civil Engineer,Teacher
69,61,81,40,45,99,39,22,0,0,1,0,0,1,0,1,1,0,Digital Marketer,Teacher,Financial Analyst
46,41,83,69,42,81,68,87,0,1,0,0,0,0,0,0,1,1,Mechanical Engineer,UX/UI Designer,Content Writer
80,55,43,28,92,36,32,42,0,0,1,0,0,1,0,0,1,1,Architect,Mechanical Engineer,Lawyer
55,99,75,45,74,42,39,26,0,1,0,1,0,0,0,0,1,0,Civil Engineer,Content Writer,Architect
60,62,88,36,27,52,89,41,0,1,1,0,0,0,0,1,1,0,Psychologist,Data Scientist,Doctor
23,29,69,64,63,76,38,21,0,1,1,1,0,1,0,0,0,0,Doctor,Financial Analyst,UX/UI Designer
32,35,88,45,67,48,94,48,1,0,0,1,0,1,0,0,1,0,Data Scientist,Content Writer,Lawyer
72,45,25,96,27,39,50,65,0,0,1,0,0,1,1,1,0,0,Financial Analyst,Marketing Manager,Mechanical Engineer
63,42,84,23,44,68,37,40,1,1,0,1,1,1,0,1,1,0,Data Scientist,Teacher,Software Developer
92,84,41,25,80,81,31,49,1,1,1,1,0,0,1,1,0,1,Graphic Designer,Mechanical Engineer,Marketing Manager
42,92,90,77,73,36,70,68,0,1,1,0,1,0,0,0,1,1,Marketing Manager,Graphic Designer,Financial Analyst
20,63,84,59,83,98,40,58,1,1,1,0,1,1,0,0,0,0,Financial Analyst,Lawyer,Software Developer
28,98,65,41,24,55,60,73,0,0,1,0,1,0,1,1,1,0,Financial Analyst,Lawyer,Data Scientist
